artifact	script	command	unit	denominator
CLAIM_EVIDENCE_MATRIX.tsv	scripts/NOT_COMPUTED.md	authored, not computed - authored claim-evidence matrix	statement	22 statements
CONTRADICTIONS_AND_UNCERTAINTY.tsv	scripts/NOT_COMPUTED.md	authored, not computed - authored register of contradictions and uncertainty	recorded contradiction or uncertainty	22 entries
INPUTS.tsv	scripts/s11_package.py	python3 scripts/s11_package.py	file	n/a - not a rate-bearing artefact
INPUT_PROVENANCE.tsv	scripts/s00_inputs.py	python3 scripts/s00_inputs.py	input file	244 declared Stage-3C inputs
LITERATURE_BOUNDARY_AUDIT.tsv	scripts/s09_boundary_audit.py	python3 scripts/s09_boundary_audit.py	boundary source statement or verification check	94 audit rows
MANIFEST.tsv	scripts/s11_package.py	python3 scripts/s11_package.py	file	n/a - not a rate-bearing artefact
PROVENANCE.md	scripts/NOT_COMPUTED.md	authored, not computed - authored provenance record	prose	n/a - prose carries no rate
README.md	scripts/NOT_COMPUTED.md	authored, not computed - authored	prose	n/a - prose carries no rate
STAGE3C_DECISION_REPORT.md	scripts/NOT_COMPUTED.md	authored, not computed - authored report	prose	n/a - prose carries no rate
STRUCTURE_STAGE2_CROSSWALK.tsv	scripts/s04_states_join.py	python3 scripts/s04_states_join.py	chain x state block x arm	62 chains x 8 blocks x 2 arms
STRUCTURE_STAGE3B_CROSSWALK.tsv	scripts/s02_catalytic_join.py	python3 scripts/s02_catalytic_join.py	chain x partition arm	62 chains x 2 arms; 19 in 3B Tier-A scope
TERMINI_FUSION_SUMMARY.tsv	scripts/s06_termini.py	python3 scripts/s06_termini.py	chain	62 chains; extensions interpretable in 20
XY_REGION_ANNOTATIONS.tsv	scripts/s07_xy_regions.py	python3 scripts/s07_xy_regions.py	chain	62 chains; 21 retron
XY_REGION_EVIDENCE.tsv	scripts/NOT_COMPUTED.md	one-time audited retrieval, landed, never re-fetched by run.sh - one-time audited literature retrieval (Europe PMC / NCBI), quotes verbatim	literature statement	41 statements over 30 sources
env.lock	scripts/NOT_COMPUTED.md	authored, not computed - conda env export -p /home/borg/miniconda3/envs/retron_tradicional (verbatim; BS-8)	file	n/a - not a rate-bearing artefact
run.sh	scripts/NOT_COMPUTED.md	authored, not computed - authored entry point	file	n/a - not a rate-bearing artefact
scripts/NOT_COMPUTED.md	scripts/NOT_COMPUTED.md	authored, not computed - producer record for non-computed artefacts	script	n/a - code, carries no rate
scripts/s00_inputs.py	scripts/s00_inputs.py	bash run.sh	script	n/a - code, carries no rate
scripts/s01_sequences.py	scripts/s01_sequences.py	bash run.sh	script	n/a - code, carries no rate
scripts/s02_catalytic_join.py	scripts/s02_catalytic_join.py	bash run.sh	script	n/a - code, carries no rate
scripts/s03_catalytic_summary.py	scripts/s03_catalytic_summary.py	bash run.sh	script	n/a - code, carries no rate
scripts/s04_states_join.py	scripts/s04_states_join.py	bash run.sh	script	n/a - code, carries no rate
scripts/s05_states_summary.py	scripts/s05_states_summary.py	bash run.sh	script	n/a - code, carries no rate
scripts/s06_termini.py	scripts/s06_termini.py	bash run.sh	script	n/a - code, carries no rate
scripts/s07_xy_regions.py	scripts/s07_xy_regions.py	bash run.sh	script	n/a - code, carries no rate
scripts/s08_xy_summary.py	scripts/s08_xy_summary.py	bash run.sh	script	n/a - code, carries no rate
scripts/s09_boundary_audit.py	scripts/s09_boundary_audit.py	bash run.sh	script	n/a - code, carries no rate
scripts/s10_figures.py	scripts/s10_figures.py	bash run.sh	script	n/a - code, carries no rate
scripts/s11_package.py	scripts/s11_package.py	bash run.sh	script	n/a - code, carries no rate
scripts/s3clib.py	scripts/s3clib.py	bash run.sh	script	n/a - code, carries no rate
figures/F1_catalytic_site_vs_units.png	scripts/s10_figures.py	python3 scripts/s10_figures.py	figure	n/a - a figure is a view over its data TSV of the same basename
figures/F1_catalytic_site_vs_units.svg	scripts/s10_figures.py	python3 scripts/s10_figures.py	figure	n/a - a figure is a view over its data TSV of the same basename
figures/F2_state_blocks_vs_units.png	scripts/s10_figures.py	python3 scripts/s10_figures.py	figure	n/a - a figure is a view over its data TSV of the same basename
figures/F2_state_blocks_vs_units.svg	scripts/s10_figures.py	python3 scripts/s10_figures.py	figure	n/a - a figure is a view over its data TSV of the same basename
