artifact	script	command	unit	denominator
tables/g7a_historical_evidence_register.tsv	scripts/s01_evidence_register.py	python3 s01_evidence_register.py	(historical label, primary source) pair	labels x the primary sources that name them
tables/g7a_ltra_numbering_control.tsv	scripts/s01_evidence_register.py	python3 s01_evidence_register.py	stated residue identity	12 Blocker-stated residues + 4 Edman sequences
tables/g7a_acquisition_register.tsv	scripts/s01_evidence_register.py	python3 s01_evidence_register.py	external asset	assets this gate needed
tables/g7a_coordinate_carriage.tsv	scripts/s02_coordinates.py	python3 s02_coordinates.py	historical coordinate on LtrA	coordinates carried by this gate
tables/g7a_state_to_residue.tsv	scripts/s03_bridge.py	python3 s03_bridge.py	frozen conserved state on LtrA	150 frozen anchor states
tables/g7a_controls.tsv	scripts/s05_structural.py	python3 s03_bridge.py; python3 s05_structural.py  (s03 writes it, s05 appends PC-3)	control	declared controls
tables/g7a_panel.tsv	scripts/s03_bridge.py	python3 s03_bridge.py	panel sequence	6 declared panel members
tables/g7a_panel_results.tsv	scripts/s03_bridge.py	python3 s03_bridge.py	panel sequence	panel members that produced a scientific row
tables/g7a_crosswalk_resolved.tsv	scripts/s04_crosswalk.py	python3 s04_crosswalk.py	historical label	8 historical labels
tables/g7a_prior_proposal_comparison.tsv	scripts/s04_crosswalk.py	python3 s04_crosswalk.py	historical label	8 historical labels
tables/g7a_structural_comparators.tsv	scripts/s05_structural.py	python3 s05_structural.py	structural comparator	3 declared comparators
tables/g7a_bridge.tsv	scripts/s06_figure.py	python3 s06_figure.py	historical label	8 historical labels
figures/g7a_bridge.png	scripts/s06_figure.py	python3 s06_figure.py	historical label	8 historical labels
figures/g7a_bridge.svg	scripts/s06_figure.py	python3 s06_figure.py	historical label	8 historical labels
tables/g7a_closure_decision.tsv	scripts/s07_closure.py	python3 s07_closure.py	historical label	8 historical labels
tables/g7a_unresolved_carried_forward.tsv	scripts/s07_closure.py	python3 s07_closure.py	open question	items carried into or out of this gate
tables/g7a_summary.tsv	scripts/s07_closure.py	python3 s07_closure.py	resolved value	see each row
